master_id,source,article_id_a,article_id_b,journal_year_range,journal_year_start,journal_year_end,volume_label,roman_numeral,title,author,author_title,location,contributor_role,section_type,page_start,page_end,page_url,char_count,notes,subjects,parse_flag,confirmed_duplicate,duplicate_flag,duplicate_group,fulltext_path,processed_at,source_file,htid,seq_start,seq_end,note,index_match_count,index_page_raw,duplicate_by_title_author,duplicate_title_author_group,duplicate_title_author_count
MASTER_00148,source_a,XIII_1879_01,,1879,1879,1879,XIII,1,ALLIGATORS IN CHINA.,A. A. FAUVEL,"Esq., Bachelier ès Sciences de l'Université de Paris, Honorary Curator","Imperial Chinese Maritime Customs, Shanghai Museum",author,article,43,92,,95536,,Zoology,OK,,,,article_texts\XIII_1879_01.txt,2026-05-27T16:11:36.445380,,,,,zoology,1,1-36,,,
MASTER_00149,source_a,XIII_1879_02,,1879,1879,1879,XIII,2,PERIODICAL CHANGE OF TERRESTRIAL MAGNETISM.,F. W. SCHULZE,,,author,article,93,156,,142684,,Geophysics,OK,,,,article_texts\XIII_1879_02.txt,2026-05-27T16:11:36.876487,,,,,meteorology,1,37-98,,,
MASTER_00150,source_a,XIII_1879_03,,1879,1879,1879,XIII,3,"THE FAMILY LAW OF THE CHINESE, AND ITS COMPARATIVE RELATIONS WITH THAT OF OTHER NATIONS.",P. G. von MÖLLENDORFF,ESQ.,,author,article,157,179,,50059,,Law,OK,,,,article_texts\XIII_1879_03.txt,2026-05-27T16:11:37.033654,,,,,,0,,,,
MASTER_00151,source_a,XIII_1879_04,,1879,1879,1879,XIII,4,THE STORY OF THE EMPEROR SHUN.,Thos. W. Kingsmill,,,author,article,181,190,,21774,"Shun, 舜",Mythology / History,OK,,,,article_texts\XIII_1879_04.txt,2026-05-27T16:11:37.111551,,,,,,0,,,,
MASTER_00152,source_a,XIV_1879_01,,1879,1879,1879,XIV,1,THE INTERCOURSE OF CHINA WITH CENTRAL AND WESTERN ASIA IN THE 2ND CENTURY B.C.,T. W. KINGSMILL,Esq.,,author,article,27,58,,70343,,History,OK,,,,article_texts\XIV_1879_01.txt,2026-05-27T18:59:20.620308,,,,,,0,,,,
MASTER_00153,source_a,XIV_1879_02,,1879,1879,1879,XIV,2,ROCK INSCRIPTIONS AT THE NORTH SIDE OF YENTAI HILL.,J. RHEIN,Esq.,,author,article,59,64,,5602,"YENTAI HILL, Yantai Hill, 烟台山",Epigraphy,OK,,,,article_texts\XIV_1879_02.txt,2026-05-27T18:59:40.713936,,,,,inscriptions,1,31-34,,,
MASTER_00154,source_a,XIV_1879_03,,1879,1879,1879,XIV,3,SIAMESE COINAGE.,JOSEPH HAAS,,,author,article,65,94,,46894,,Numismatics,OK,,,,article_texts\XIV_1879_03.txt,2026-05-27T19:01:25.135499,,,,,,0,,,,
MASTER_00155,source_b,,_1880_04,1880,1880,1880,,,EARLY EUROPEAN RESEARCHES INTO THE FLORA OF CHINA.,E. BRETSCHNEIDER,,,author,article,1,186,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446781&seq=323,425141,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.13-15 1878-1880.txt,2026-06-08T12:02:34,,,,,botany,1,1-194,Y,DUP_0002,2
MASTER_00156,source_b,,_1880-1881_01,1880-1881,1880,1881,,,EARLY EUROPEAN RESEARCHES INTO THE FLORA OF CHINA.,"Bretschneider, E.",DR.,,author,article,1,185,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916306&seq=57,420792,,,OK,,,,C:\ras_text_analysis\fulltext_txt_by_article_id\_1880-1881_01.txt,2026-06-16T12:18:01,v.15-16 1880-81,mdp.39015027916306,57,241,botany,1,1-194,Y,DUP_0002,2
MASTER_00157,source_b,,_1880-1881_02,1880-1881,1880,1881,,,COINS OF THE PRESENT DYNASTY OF CHINA.*,"BUSHELL, S. W.",M.D.,,author,article,195,215,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916306&seq=251,44064,,,OK,,,,C:\ras_text_analysis\fulltext_txt_by_article_id\_1880-1881_02.txt,2026-06-16T12:18:01,v.15-16 1880-81,mdp.39015027916306,251,271,coinage,1,195-310,,,
MASTER_00158,source_b,,_1880-1881_03,1880-1881,1880,1881,,,"THE ""NATURALISTIC"" PHILOSOPHY OF CHINA",FREDERIC H. BALFOUR,,,author,article,311,315,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916306&seq=373,12982,,,OK,,,,C:\ras_text_analysis\fulltext_txt_by_article_id\_1880-1881_03.txt,2026-06-16T12:18:01,v.15-16 1880-81,mdp.39015027916306,373,377,,0,,,,
MASTER_00159,source_a,XVII_1882_01,,1882,1882,1882,XVII,1,NOTES ON CHINESE COMPOSITION.*,HERBERT A. GILES,,H. B. M.'s Consular Service,author,article,10,30,,29606,,Literary Studies,OK,,,,article_texts\XVII_1882_01.txt,2026-05-28T12:05:57.267613,,,,,,0,,,,
MASTER_00160,source_a,XVII_1882_02,,1882,1882,1882,XVII,2,NOTES ON THE GEOLOGY OF THE NEIGHBOURHOOD OF NAGASAKI.,H. B. GUPPY,"M.B., SURGEON, R.N.",,author,article,32,45,,27319,,Geology,OK,,,,article_texts\XVII_1882_02.txt,2026-05-28T12:06:43.941282,,,,,geology,1,23-34,,,
MASTER_00161,source_a,XVII_1882_03,,1882,1882,1882,XVII,3,NOTES ON THE SOUTH COAST OF SAGHALIEN.*,GEO. C. ANDERSON,,,author,article,48,52,,8506,"SAGHALIEN, Sakhalin, 库页岛/萨哈林岛",Geography,OK,,,,article_texts\XVII_1882_03.txt,2026-05-28T12:06:58.945842,,,,,,0,,,,
MASTER_00162,source_a,XVII_1882_04,,1882,1882,1882,XVII,4,ANNAM AND ITS MINOR CURRENCY.*,Ed. Toda,,,author,article,54,235,,160251,,Numismatics,OK,,,,article_texts\XVII_1882_04.txt,2026-05-28T12:15:50.176007,,,,,,0,,,,
MASTER_00163,source_a,XVII_1882_05,,1882,1882,1882,XVII,5,THE HOPPO-BOOK OF 1753.,F. HIRTH,Ph. D.,,author,article,236,250,,26573,,Economic History,OK,,,,article_texts\XVII_1882_05.txt,2026-05-28T12:16:37.050362,,,,,"theory government, political economy and political",1,221-236,,,
MASTER_00164,source_b,,_1883_01,1883,1883,1883,,,WHAT DID THE ANCIENT CHINESE KNOW OF THE GREEKS AND ROMANS.*,JOSEPH EDKINS,D.D.,,author,article,1,24,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446823&seq=49,49702,,,OK,,suspected,DG0021,C:\ras_text_analysis\RAS_37_downloaded_txt\v.18-19 1883-1884.txt,2026-06-08T12:02:34,,,,,,0,,Y,DUP_0003,2
MASTER_00165,source_b,,_1883_02,1883,1883,1883,,,"COREA.* Extracts from Mr. F. SCHERZER'S French translation of the Chao-hsien-chih, and Bibliographical Notice.",CHARLES GOULD,,,translator,article,25,36,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446823&seq=73,25388,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.18-19 1883-1884.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00166,source_b,,_1883_03,1883,1883,1883,,,RESEARCHES INTO THE GEOLOGY OF FORMOSA.*,GEORGE KLEINWACHTER,Esq.,,author,article,37,53,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446823&seq=87,36036,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.18-19 1883-1884.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00167,source_b,,_1883_04,1883,1883,1883,,,FRAGMENS D'UN VOYAGE DANS L'INTERIEUR DE LA CHINE.,C. IMBAULT-HUART,,,author,article,53,140,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446823&seq=107,181550,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.18-19 1883-1884.txt,2026-06-08T12:02:34,,,,,travel and general descriptions,1,55-140,,,
MASTER_00168,source_b,,_1883_05,1883,1883,1883,,,"SOME NOTES OF A TRIP TO COREA, IN JULY AND AUGUST, 1883.",G. JAMES MORRISON,ESQ.,,author,article,141,162,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446823&seq=201,38839,,,OK,,suspected,DG0012,C:\ras_text_analysis\RAS_37_downloaded_txt\v.18-19 1883-1884.txt,2026-06-08T12:02:34,,,,,,0,,Y,DUP_0004,2
MASTER_00169,source_b,,_1883_06,1883,1883,1883,,,SAMSHU-BREWING IN NORTH CHINA.,"GUPPҮ, H. B.",,,author,article,163,184,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446823&seq=223,40878,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.18-19 1883-1884.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00170,source_a,XIX_1884_01,,1884,1884,1884,XIX,1,"ANIMAL, FOSSIL, MINERAL & VEGETABLE PRODUCTS.",CHRISTOPHER THOMAS GARDNER,"Esq., H. B. M.'s Consul","Consular District of Ichang in the Province of Hupeh, China",author,article,23,48,,42529,,Natural History,OK,,,,article_texts\XIX_1884_01.txt,2026-05-27T19:17:05.055141,,,,,,0,,,,
MASTER_00171,source_a,XIX_1884_02,,1884,1884,1884,XIX,2,A JOURNEY IN CHÊKIANG.,E. H. PARKER,"Esq., Of H. B. M.'s Consular Service",H. B. M.'s Consular Service,author,article,49,75,,61103,,Geography,OK,,,,article_texts\XIX_1884_02.txt,2026-05-27T19:18:51.715199,,,,,,0,,,,
MASTER_00172,source_a,XIX_1884_03,,1884,1884,1884,XIX,3,A JOURNEY IN FUKIEN,E. H. Parker,Esq,H. B. M's Consular Service,author,article,76,101,,50444,,Geography,OK,,,,article_texts\XIX_1884_03.txt,2026-05-27T19:20:46.602699,,,,,travel and general descriptions,1,54-74,,,
MASTER_00173,source_a,XIX_1884_04,,1884,1884,1884,XIX,4,"A JOURNEY FROM FOOCHOW TO WÊNCHOW, THROUGH CENTRAL FUKIEN.",E. H. Parker,Esq.,,author,article,102,132,,61897,"FOOCHOW, Fuzhou, 福州市; WÊNCHOW, Wenzhou, 温州市; FUKIEN. Fujian Province, 福建省",Geography,OK,,,,article_texts\XIX_1884_04.txt,2026-05-27T19:22:51.492292,,,,,,0,,,,
MASTER_00174,source_a,XIX_1884_05,,1884,1884,1884,XIX,5,TRADE ROUTES TO WESTERN CHINA.,Alex. Hosie,"Esq., Of H.B.M.'s Consular Service.",H.B.M.'s Consular Service,author,article,133,144,,25530,,Economic Geography,OK,,,,article_texts\XIX_1884_05.txt,2026-05-27T19:23:40.118732,,,,,,0,,,,
MASTER_00175,source_a,XVIII_1884_01,,1884,1884,1884,XVIII,1,WHAT DID THE ANCIENT CHINESE KNOW OF THE GREEKS AND ROMANS.*,JOSEPH EDKINS,D.D.,,author,article,43,65,,48060,,History,OK,,suspected,DG0021,article_texts\XVIII_1884_01.txt,2026-05-28T11:05:31.486651,,,,,,0,,Y,DUP_0003,2
MASTER_00176,source_a,XVIII_1884_02,,1884,1884,1884,XVIII,2,COREA.,Charles Gould,,,translator,article,67,78,,24245,,History,OK,,,,article_texts\XVIII_1884_02.txt,2026-05-28T11:06:19.889795,,,,,,0,,,,
MASTER_00177,source_a,XVIII_1884_03,,1884,1884,1884,XVIII,3,RESEARCHES INTO THE GEOLOGY OF FORMOSA.*,GEORGE KLEINWÄCHTER,Esq.,Of the Chinese Imperial Maritime Customs Service,author,article,82,98,,34727,"Formosa, the old name of Taiwan, 台湾",Geology,OK,,,,article_texts\XVIII_1884_03.txt,2026-05-28T11:08:30.667717,,,,,,0,,,,
MASTER_00178,source_a,XVIII_1884_04,,1884,1884,1884,XVIII,4,FRAGMENTS D'UN VOYAGE DANS L'INTÉRIEUR DE LA CHINE.,C. IMBAULT-HUART,Interprète du Gouvernement Français.,Gouvernement Français,author,article,103,153,,90855,,Geography,OK,,,,article_texts\XVIII_1884_04.txt,2026-05-28T11:34:29.352431,,,,,,0,,,,
MASTER_00179,source_a,XVIII_1884_05,,1884,1884,1884,XVIII,5,FRAGMENS D'UN VOYAGE DANS LA CHINE CENTRALE. II. LES ENVIRONS DE SOU-TCHÉOU.,,,,unknown,article,154,195,,83096,,Geography,OK,,,,article_texts\XVIII_1884_05.txt,2026-05-28T11:36:55.786540,,,,,,0,,,,
MASTER_00180,source_a,XVIII_1884_06,,1884,1884,1884,XVIII,6,"SOME NOTES OF A TRIP TO COREA, IN JULY AND AUGUST, 1883.",G. JAMES MORRISON,Esq.,,author,article,197,213,,34484,,Geography,OK,,suspected,DG0012,article_texts\XVIII_1884_06.txt,2026-05-28T11:38:02.805277,,,,,,0,,Y,DUP_0004,2
MASTER_00181,source_a,XVIII_1884_07,,1884,1884,1884,XVIII,7,NOTES ON SOME DIKES AT THE MOUTH OF THE NANKOW PASS.,H. B. GUPPY,"M.B., SURGEON, R.N.",,author,article,215,217,,2915,,Geology,OK,,,,article_texts\XVIII_1884_07.txt,2026-05-28T11:38:10.170842,,,,,geology,1,159-162,,,
MASTER_00182,source_a,XVIII_1884_08,,1884,1884,1884,XVIII,8,SAMSHU-BREWING IN NORTH CHINA.,H. B. GUPPY,"M.B. SURGEON, R.N.",,author,article,219,220,,3290,,Anthropology,OK,,,,article_texts\XVIII_1884_08.txt,2026-05-28T11:38:17.040070,,,,,"agriculture, industry, and trade",1,163-164,,,
MASTER_00183,source_a,XVIII_1884_09,,1884,1884,1884,XVIII,9,NOTES ON SZÉCHUEN AND THE YANGTSE VALLEY.,Archibald J. Little,Esq.,,author,article,221,238,,36059,"SZÉCHUEN, Sichuan, 四川省; YANGTSE, Yangtzi River, 长江",Geography,OK,,,,article_texts\XVIII_1884_09.txt,2026-05-28T11:39:28.157121,,,,,,0,,,,
MASTER_00184,source_b,,_1885_01,1885,1885,1885,,,THE HUNG LOU MÉNG 紅樓夢​: COMMONLY CALLED THE DREAM OF THE RED CHAMBER.*,HERBERT A. GILES,,,author,article,1,23,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=13,52059,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,,0,,Y,DUP_0001,2
MASTER_00185,source_b,,_1885_02,1885,1885,1885,,,THE PREVALENCE OF INFANTICIDE IN CHINA.,,,,author,article,25,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=39,60426,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,social customs,1,,,,
MASTER_00186,source_b,,_1885_03,1885,1885,1885,,,THE MYSTERY OF TA-TS'IN.*,G. M. H. PLAYFAIR,,,author,article,68,79,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=83,28222,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,geography,1,,,,
MASTER_00187,source_b,,_1885_04,1885,1885,1885,,,"HOW SNOW INSPIRED VERSE, AND A RASH ORDER MADE THE FLOWERS BLOOM!",C. B. T.,,,translator,article,81,98,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=99,31849,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00188,source_b,,_1885_05,1885,1885,1885,,,WHAT IS FILIAL PIETY?,GILES,,,author,article,115,144,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=133,70370,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00189,source_b,,_1885_06,1885,1885,1885,,,IS CHINA A CONSERVATIVE COUNTRY ?,,,,unknown,article,145,162,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=163,42282,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00190,source_b,,_1885_07,1885,1885,1885,,,WESTERN APPLIANCES IN THE CHINESE PRINTING INDUSTRY.,F. HIRTH,,,author,article,163,177,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=181,37192,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,"agriculture, industry, and trade",1,,,,
MASTER_00191,source_b,,_1885_08,1885,1885,1885,,,CHINESE THEATRICALS AND THEATRICAL PLOTS.*,,,,unknown,article,193,207,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=213,33461,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,literature and language,1,,Y,DUP_0005,2
MASTER_00192,source_b,,_1885_09,1885,1885,1885,,,CHINESE THEATRICALS AND THEATRICAL PLOTS.,,,,unknown,article,203,208,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=223,14351,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,literature and language,1,,Y,DUP_0005,2
MASTER_00193,source_b,,_1885_10,1885,1885,1885,,,"THE SEAPORTS OF INDIA AND CEYLON, DESCRIBED BY CHINESE VOYAGERS OF THE FIFTEENTH CENTURY, TOGETHER WITH AN ACCOUNT OF CHINESE NAVIGATION.","Phillips, George",Esq.,Swatow,author,article,209,226,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=229,36843,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00194,source_b,,_1885_11,1885,1885,1885,,,"SOME ADDITIONS TO MY CHINESE GRAMMAR,*",GEORG VON DER GABELENTZ,,,author,article,227,234,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=257,14571,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00195,source_b,,_1885_12,1885,1885,1885,,,"BIBLIOGRAPHY: List of Books and Papers on China, published since 1st January, 1884.",F. HIRTH,PH.D.,,author,article,235,268,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=265,66646,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.20 1885.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00196,source_a,XXII_1887_01,,1887,1887,1887,XXII,1,"THE MILITARY ORGANIZATION OF CHINA PRIOR TO 1842,",E. H. PARKER,,,translator,article,11,31,,33065,,Military History,OK,,,,article_texts\XXII_1887_01.txt,2026-05-28T17:00:19.443465,,,,,,0,,,,
MASTER_00197,source_a,XXII_1887_02,,1887,1887,1887,XXII,2,NOTES ON THE MINERAL RESOURCES OF EASTERN SHANTUNG.,H. M. BECHER,"ASSOC. M. INST. C.E., F.G.S.",,author,article,32,48,,31988,"SHANTUNG, Shandong Province, 山东省",Geology,OK,,,,article_texts\XXII_1887_02.txt,2026-05-28T17:07:41.706873,,,,,geology,1,22-38,,,
MASTER_00198,source_a,XXII_1887_03,,1887,1887,1887,XXII,3,CHINESE PARTNERSHIPS: LIABILITY OF THE INDIVIDUAL MEMBERS.,C. T. Gardner,Mr.,,author,article,49,62,,23187,,Law,OK,,,,article_texts\XXII_1887_03.txt,2026-05-28T17:12:38.753684,,,,,,0,,,,
MASTER_00199,source_a,XXII_1887_04,,1887,1887,1887,XXII,4,NOTES ON THE EARLY HISTORY OF THE SALT MONOPOLY IN CHINA.,F. HIRTH,Ph.D.,,author,article,63,76,,28046,,Economic History,OK,,,,article_texts\XXII_1887_04.txt,2026-05-28T17:19:31.743510,,,,,"government, political economy and political theory government, political economy and political",1,53-66,,,
MASTER_00200,source_a,XXII_1887_05,,1887,1887,1887,XXII,5,THE SALT REVENUE OF CHINA,,E. H. PARKER,,author,article,77,90,,24589,,Economic History,OK,,,,article_texts\XXII_1887_05.txt,2026-05-28T17:23:54.281705,,,,,,0,,,,
MASTER_00201,source_a,XXII_1887_06,,1887,1887,1887,XXII,6,REMARKS ON THE PRODUCTION OF SALT IN CHINA.,P. ZWEHTKOFF,the late Archimandrite,,author,article,91,100,,17841,,Economic Geography,OK,,,,article_texts\XXII_1887_06.txt,2026-05-28T17:27:46.388193,,,,,,0,,,,
MASTER_00202,source_a,XXII_1887_07,,1887,1887,1887,XXII,7,"NAMES OF THE SOVEREIGNS OF THE OLD COREAN STATES, AND CHRONOLOGICAL TABLE OF THE PRESENT DYNASTY.",Ludovico Nocentini,,,author,article,100,115,,22836,,History,OK,,,,article_texts\XXII_1887_07.txt,2026-05-28T17:31:38.253883,,,,,,0,,,,
MASTER_00203,source_a,XXII_1887_11,,1887,1887,1887,XXII,11,ANCIENT PORCELAIN: A STUDY IN CHINESE MEDIÆVAL INDUSTRY AND TRADE.,F. HIRTH,PH.D.,,author,article,139,212,,151995,,Art History,OK,,,,article_texts\XXII_1887_11.txt,2026-05-28T18:09:29.898025,,,,,,0,,,,
MASTER_00204,source_a,XXII_1887_12,,1887,1887,1887,XXII,12,THE CHINESE ORIENTAL COLLEGE.,F. HIRTH,PH.D.,,author,article,213,233,,35967,,Education,OK,,,,article_texts\XXII_1887_12.txt,2026-05-28T20:09:00.190660,,,,,"education, literature and language",1,203-223,,,
MASTER_00205,source_a,XXII_1887_15,,1887,1887,1887,XXII,15,CHINESE NAMES OF PLANTS.,Augustine Henry,"M.A., L.R.C.P. Ed.",,author,article,243,293,,81715,,Botany,OK,,,,article_texts\XXII_1887_15.txt,2026-05-28T20:25:58.230841,,,,,,0,,,,
MASTER_00206,source_b,,_1888_01,1888,1888,1888,,,A COREAN MONUMENT TO MANCHU CLEMENCY.,W. R. CARLES,,,author,article,1,9,https://babel.hathitrust.org/cgi/pt?id=mdp.39015005759314&seq=15,13037,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.23 1888.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00207,source_b,,_1888_02,1888,1888,1888,,,A GUIDE TO TRUE VACUITY.,YUEN-YANG-TSZE,,,translator,article,9,22,https://babel.hathitrust.org/cgi/pt?id=mdp.39015005759314&seq=25,22957,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.23 1888.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00208,source_b,,_1888_03,1888,1888,1888,,,"CHANGCHOW, THE CAPITAL OF FUHKIEN IN MONGOL TIMES.",GEO. PHILLIPS,,FUCHAU,author,article,23,30,https://babel.hathitrust.org/cgi/pt?id=mdp.39015005759314&seq=39,14601,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.23 1888.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00209,source_b,,_1888_04,1888,1888,1888,,,THE BORE OF THE TSIEN-TANG KIANG (HANG-CHAU BAY).,MOORE,COMMANDER,,author,article,185,247,https://babel.hathitrust.org/cgi/pt?id=mdp.39015005759314&seq=205,108267,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.23 1888.txt,2026-06-08T12:02:34,,,,,hydrology,1,,,,
MASTER_00210,source_b,,_1888_05,1888,1888,1888,,,CHINESE CHESS.,Z. VOLPICELLI,,,author,article,248,283,https://babel.hathitrust.org/cgi/pt?id=mdp.39015005759314&seq=280,49514,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.23 1888.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00211,source_a,XXIV_1890_01,,1890,1890,1890,XXIV,1,ESSAY ON MANCHU LITERATURE.,P. G. VON MÖLLENDORFF,,,author,article,11,55,,67343,,Literary Studies,OK,,,,article_texts\XXIV_1890_01.txt,2026-05-28T20:51:21.597928,,,,,,0,,,,
MASTER_00212,source_a,XXIV_1890_02,,1890,1890,1890,XXIV,2,ABSTRACT OF INFORMATION ON CURRENCY AND MEASURES IN CHINA.,H. B. MORSE,Mr.,,author,article,56,145,,152106,,Economics,OK,,,,article_texts\XXIV_1890_02.txt,2026-05-28T20:56:36.554433,,,,,,0,,,,
MASTER_00213,source_a,XXIV_1890_04,,1890,1890,1890,XXIV,4,CORRESPONDENCE. THE PRESERVATION OF THE NESTORIAN TABLET AND OTHER ANCIENT MONUMENTS AT SI-AN-FU.,,,,unknown,article,146,151,,6318,,Archaeology,OK,,,,article_texts\XXIV_1890_04.txt,2026-05-28T20:59:29.562424,,,,,,0,,,,
MASTER_00214,source_a,XXIV_1890_05,,1890,1890,1890,XXIV,5,PREHISTORIC CHINA.,ERNST FABER,DR. THEOL.,,author,article,151,233,,136822,,Archaeology,OK,,,,article_texts\XXIV_1890_05.txt,2026-05-28T21:04:21.930511,,,,,,0,,,,
MASTER_00215,source_a,XXIV_1890_06,,1890,1890,1890,XXIV,6,AN EXPOUNDER OF DARK SAYINGS.,Herbert A. Giles,H. B. M.'s Consul,Tamsui,translator,article,234,243,,20092,,Literary Studies,OK,,,,article_texts\XXIV_1890_06.txt,2026-05-28T21:04:55.701238,,,,,,0,,,,
MASTER_00216,source_a,XXIV_1890_08,,1890,1890,1890,XXIV,8,CHINESE ARCHITECTURE.,J. EDKINS,D.D.,,author,article,263,298,,68768,,History,OK,,,,article_texts\XXIV_1890_08.txt,2026-05-28T21:13:17.319846,,,,,architecture,1,253-288,,,
MASTER_00217,source_a,XXIV_1890_09,,1890,1890,1890,XXIV,9,NOTES ON THE NESTORIANS IN CHINA.,E. H. PARKER,,,author,article,299,312,,22667,,History,OK,,,,article_texts\XXIV_1890_09.txt,2026-05-28T21:18:19.767823,,,,,Christianity,1,289-302,,,
MASTER_00218,source_a,XXIV_1890_10,,1890,1890,1890,XXIV,10,THE “TENT THEORY” OF CHINESE ARCHITECTURE.,S. RITTER von FRIES,,,author,article,313,316,,7354,,History,OK,,,,article_texts\XXIV_1890_10.txt,2026-05-28T21:19:34.034608,,,,,,0,,,,
MASTER_00219,source_a,XXIV_1890_11,,1890,1890,1890,XXIV,11,NOTE ON THE COMPARATIVE LONGEVITY OF MALES AND FEMALES IN JAPAN.,T. E. HALLIFAX,,,author,article,317,318,,1670,,Demography,OK,,,,article_texts\XXIV_1890_11.txt,2026-05-28T21:19:46.131683,,,,,zoology,1,307-308,,,
MASTER_00220,source_a,XXVI_1891_01,,1891-1892,1891,1892,XXVI,1,THE FISH-SKIN TARTARS.,M. F. A. FRASER,,,author,article,11,53,,85912,,Anthropology,OK,,,,article_texts\XXVI_1891_01.txt,2026-05-29T12:55:24.993819,,,,,,0,,,,
MASTER_00221,source_a,XXVI_1891_02,,1891-1892,1891,1892,XXVI,2,A COMPARATIVE TABLE OF THE ANCIENT LUNAR ASTERISMS.,T. W. KINGSMILL,,,author,article,54,89,,68979,,Astronomy,OK,,,,article_texts\XXVI_1891_02.txt,2026-05-29T12:58:12.646470,,,,,astronomy,1,44-79,,,
MASTER_00222,source_a,XXVI_1891_03,,1891-1892,1891,1892,XXVI,3,WEI-CH'I.,Z. VOLPICELLI,,,author,article,90,117,,40244,,History,OK,,suspected,DG0020,article_texts\XXVI_1891_03.txt,2026-05-29T12:59:56.403633,,,,,,0,,,,
MASTER_00223,source_a,XXVI_1891_04,,1891-1892,1891,1892,XXVI,4,MILITANT SPIRIT OF THE BUDDHIST CLERGY IN CHINA.,J. J. M. DE GROOT,Ph.D.,,author,article,118,130,,21889,,Religious Studies,OK,,suspected,DG0004,article_texts\XXVI_1891_04.txt,2026-05-29T13:00:43.218831,,,,,Buddhism,1,108-120,,,
